id,toxic,severe_toxic,obscene,threat,insult,identity_hate
 ,0.09294473809839354,0.006345237319590931,0.030878872947807567,0.003382489274341602,0.03285264337863319,0.016345081545840395
 ,0.09217648445054602,0.007276773895246133,0.03262365394181589,0.003544822461401152,0.033012789509786304,0.012814842055460358
 ,0.05155150422577708,0.008129666244560546,0.033506959128924735,0.0033531120110518627,0.028653637555474468,0.008030926057001396
DrMantisTaboggn,0.1504978968803623,0.007276107262735362,0.049097955501665604,0.0033175618058417086,0.055053981461143986,0.01174905860398922
Yellow-5-Son,0.1576508915967064,0.009590078898726307,0.04966321460181261,0.004150359831199723,0.05649307815487335,0.01141079829846941
broslikethis,0.6827397533784292,0.06512941930481655,0.57919443127728,0.007547934785852662,0.32873570234530586,0.02391608039770465
Yellow-5-Son,0.18232362952893597,0.009705204423918234,0.061783199943838074,0.00361700099324178,0.0687802671353179,0.012188531839589697
 ,0.15699925870111042,0.011257705719341834,0.08281133862859011,0.004380386867377463,0.0838858461594776,0.01195831456695553
TheDarkness3,0.5122557355410429,0.025497026762494792,0.340804332929951,0.00523253573281966,0.19100608611481867,0.01587922593953513
continentaldrifting,0.05621913328427817,0.009076103098050176,0.03591072736035644,0.003434640658192316,0.042039693861064875,0.00993621301319238
Yellow-5-Son,0.5238116574092464,0.022715801503995558,0.3074888333307459,0.005102858923871002,0.2011733242221797,0.017094662038958052
TheDarkness3,0.5324650486988078,0.012181058706628256,0.23484741851233268,0.004934905829098717,0.1432853046040001,0.013180760059801636
Yellow-5-Son,0.30406508877964933,0.008605486686455189,0.0800211741699759,0.004044098954187018,0.09848541008734081,0.00960405318330363
TheDarkness3,0.29712409598769923,0.010551005842804445,0.12838730114816022,0.0036314215915932827,0.09886082409126748,0.010954230036071388
Yellow-5-Son,0.14098776305442545,0.0063463411610975035,0.054030715692127834,0.0035289795643182317,0.05223083100243625,0.008556020819188935
TheDarkness3,0.4733904272379596,0.012415711731669983,0.10660522540603028,0.0071351536582587305,0.15713157545229153,0.013382037247091997
Yellow-5-Son,0.10750064674935952,0.01023713013347206,0.04256320291657604,0.00392971704059403,0.04632545523711923,0.012525560013313801
TheDarkness3,0.13765855218097897,0.010016530461661528,0.06223189410393677,0.004062608471827968,0.06604956087210646,0.010837216968122992
Yellow-5-Son,0.09112719559819508,0.006831539531267219,0.03337220663993797,0.0034564452003520555,0.0417582380083299,0.011997574843288505
 ,0.09502737067136596,0.009419714281867128,0.039306850845420016,0.0036457084717398443,0.04508275484918994,0.00898746418742148
 ,0.16079913170147683,0.009731466761081197,0.054256205082357414,0.0042027623347461315,0.06089494914571985,0.010137278977343758
 ,0.10221888602782608,0.009841720299500546,0.044568188430227064,0.0035375519717556468,0.053471925670652704,0.015070171556772372
 ,0.10170450898999524,0.006891578159487105,0.03318711239649216,0.0033166879969973528,0.0428877277380874,0.013175047861579865
herbiems89,0.19511039950596107,0.011477808952375745,0.06643115185711897,0.004670319543110588,0.08659966821838028,0.012007044692952317
freerichgangoce,0.10994202183888957,0.007922060801363897,0.043986760276589494,0.0034882866438085904,0.05064015683819852,0.01274772206232841
TheDarkness3,0.11327089225234419,0.008203080642929975,0.04010026880447567,0.003728806424793693,0.04290875279598208,0.010406051720332937
 ,0.15816989951815158,0.009112818416841332,0.06322728260799085,0.00407295225599445,0.05996196778049641,0.016681553302270277
 ,0.12704813229542616,0.008823185323388105,0.05462712602133728,0.0036134946058029214,0.06021339488173751,0.011211522186413643
ThealcoholicGoat,0.20254068625429048,0.009516505842866037,0.08920831273028137,0.0035511930440139186,0.07741122594045777,0.013071684733748333
HodgeBros,0.10733973479029042,0.008515583937287368,0.042451619427958415,0.003673517343649189,0.040633565488793696,0.011512359505782568
 ,0.851182004540435,0.04601218206985417,0.6754652340519144,0.005649297989202005,0.37521558285695145,0.02649860318662482
Calzin_Z,0.1727514696249746,0.009842658691989704,0.06447194595218804,0.0035015691566910056,0.07366556341634736,0.023272226728273355
 ,0.09031264033251687,0.005359720429976476,0.03138517772935147,0.003306564062590819,0.03685714648907716,0.010908166105325228
soitcause,0.3232620993622465,0.020026283400420678,0.22239278490020337,0.004432564996590545,0.11529284105735577,0.020074745728833877
MarmaladeFugitive,0.18462579968924003,0.007640840798212119,0.06657456688410714,0.003226589725298179,0.07462683698194715,0.012175598065291362
greblah,0.39056470560888285,0.013358071338469696,0.17653121643569608,0.004574760760873547,0.15995035225452683,0.02046425807192918
Yellow-5-Son,0.06020835983845842,0.006752554053997082,0.028904880639426502,0.0032464462895833526,0.027293500413425438,0.012160721475063068
greblah,0.10467680433289057,0.008472615360824338,0.04527776488121672,0.0037277580104382677,0.0472405592460501,0.0130112944603576
seanlaw27,0.3311463479354294,0.015085159940583622,0.16203727162659193,0.004008083430425174,0.12660342706164082,0.020607151541326495
Yellow-5-Son,0.08579101014841535,0.007218830046923717,0.03773107911839928,0.003531078189738229,0.036480440005492665,0.01226623944840298
seanlaw27,0.16536609557106868,0.008426595625691749,0.05849393043326448,0.003804662029724683,0.07301693960236942,0.015472663507969215
